id,house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
6405,"1 BHK Flat for Rent in Bel Tarodi, Nagpur",Bel Tarodi,Nagpur,450,1,1,0,Unfurnished,18,8000
6406,"1 BHK Flat for Rent in Rohini, New Delhi",Rohini,New Delhi,400,1,1,0,Furnished,30,12000
6407,"3 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bangalore,2215,3,3,2,Semi-Furnished,32,70000
6408,"1 BHK Flat for Rent in Kasba Peth, Pune",Kasba Peth,Pune,560,1,1,0,Unfurnished,23,13000
6409,1 BHK House for Rent in Thigalarapalya Hoodi Bangalore,Thigalarapalya,Bangalore,1500,1,1,0,Unfurnished,5,8000
6410,1 BHK House for Rent in Doddaballapur Main Road Bangalore,Doddaballapur Main Road,Bangalore,550,1,1,0,Unfurnished,13,7000
6411,"1 BHK Flat for Rent in Muranjan Wadi, Mumbai",Muranjan Wadi,Mumbai,550,1,1,0,Semi-Furnished,45,25000
6412,1 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bangalore,750,1,1,0,Semi-Furnished,13,9500
6413,"1 BHK House for Rent in Nirankari Colony, Mukherjee Nagar New Delhi",Nirankari Colony,New Delhi,140,1,1,0,Furnished,100,14000
6414,"3 BHK Flat for Rent in Burari, New Delhi",Burari,New Delhi,990,3,2,0,Semi-Furnished,11,10500
6415,"1 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,782,1,1,0,Semi-Furnished,42,33000
6416,"2 BHK Flat for Rent in Mahavir Universe, Bhandup West, Mumbai",Bhandup West,Mumbai,934,2,2,2,Unfurnished,49,46000
6417,"2 BHK Flat for Rent in Malad East, Mumbai",Malad East,Mumbai,680,2,2,2,Semi-Furnished,68,46000
6418,3 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1900,3,3,2,Semi-Furnished,26,50000
6419,"3 BHK Flat for Rent in Vishrantwadi, Airport Road, Pune",Vishrantwadi,Pune,1200,3,2,2,Furnished,38,45000
6420,"2 BHK Flat for Rent in Mahipalpur, New Delhi",Mahipalpur,New Delhi,750,2,2,0,Furnished,24,18000
6421,"3 BHK Flat for Rent in Old Rajinder Nagar, New Delhi",Old Rajendra Nagar,New Delhi,800,3,2,2,Unfurnished,75,60000
6422,"2 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,989,2,2,2,Semi-Furnished,32,32000
6423,3 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1700,3,3,0,Unfurnished,35,60000
6424,"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,927,2,2,0,Unfurnished,30,28000
6425,"3 BHK Flat for Rent in Old Rajinder Nagar, New Delhi",Old Rajendra Nagar,New Delhi,891,3,2,0,Furnished,62,55000
6426,"3 BHK Flat for Rent in Victoria Layout, Victoria Layout, Victoria Road, Bangalore",Victoria Layout,Bangalore,1726,3,3,2,Furnished,58,100000
6427,1 BHK House for Rent in Dahisar East Mumbai,Dahisar East,Mumbai,290,1,1,0,Unfurnished,24,7000
6428,"1 BHK Flat for Rent in Charni Road, Mumbai",Charni Road,Mumbai,500,1,1,0,Unfurnished,100,50000
6429,"1 BHK Flat for Rent in Kandivali East, Mumbai",Kandivali East,Mumbai,575,1,1,0,Semi-Furnished,35,20000
6430,3 BHK House for Rent in Yogi Nagar Mumbai,Yogi Nagar,Mumbai,1290,3,3,0,Semi-Furnished,62,80000
6431,"1 BHK Flat for Rent in Ekta Parksville, Virar West, Mumbai",Virar West,Mumbai,390,1,1,2,Unfurnished,22,8500
6432,"3 BHK Flat for Rent in Lodha Bel Air, Jogeshwari West, Mumbai",Jogeshwari West,Mumbai,1098,3,3,0,Semi-Furnished,109,120000
6433,2 BHK Villa for Rent in Saket New Delhi,Saket,New Delhi,800,2,1,0,Furnished,28,22000
6434,"2 BHK Flat for Rent in Dwarka Sai Paradise, Pimple Saudagar, Pimpri Chinchwad, Pune",Pimple Saudagar,Pune,900,2,2,2,Semi-Furnished,31,28000
6435,2 BHK House for Rent in Kadubeesanahalli Bangalore,Kadubeesanahalli,Bangalore,1200,2,2,0,Furnished,21,25000
6436,"3 BHK Flat for Rent in Byramji Town, Nagpur",Byramji Town,Nagpur,1080,3,2,2,Furnished,14,15000
6437,"2 BHK Flat for Rent in DDA Samrat Apartment, Vasundhara Enclave, New Delhi",Vasundhara Enclave,New Delhi,1100,2,2,2,Semi-Furnished,21,23000
6438,"4 BHK Flat for Rent in Adani Western Heights, Andheri West, Mumbai",Andheri West,Mumbai,2254,4,3,2,Semi-Furnished,82,190000
6439,"2 BHK Flat for Rent in Jigani, Bangalore",Jigani,Bangalore,939,2,2,3,Semi-Furnished,22,21000
6440,3 BHK Villa for Rent in Moshi Pune,Moshi,Pune,1500,3,3,2,Semi-Furnished,21,32000
6441,"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1440,3,2,2,Semi-Furnished,59,85000
6442,"1 BHK Flat for Rent in Mahim, Mumbai",Mahim,Mumbai,605,1,2,0,Semi-Furnished,62,37500
6443,"2 BHK Flat for Rent in Rushabh Tower, Sewri, Mumbai",Sewri,Mumbai,900,2,2,0,Unfurnished,86,77000
6444,"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bangalore,1400,3,3,2,Furnished,64,90000
6445,"3 BHK Flat for Rent in Brahma Suncity Platinum, Kalyani Nagar, Pune",Kalyani Nagar,Pune,1480,3,3,2,Semi-Furnished,41,60000
6446,"3 BHK Flat for Rent in Ganga Hill Shire, Wagholi, Pune",Wagholi,Pune,1001,3,3,0,Semi-Furnished,24,24000
6447,"3 BHK Flat for Rent in Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1700,3,2,0,Semi-Furnished,32,55000
6448,"2 BHK Flat for Rent in Juhu, Mumbai",Juhu,Mumbai,765,2,2,0,Furnished,118,90000
6449,"1 BHK Flat for Rent in Tilak Nagar, New Delhi",Tilak Nagar,New Delhi,500,1,1,0,Semi-Furnished,24,12000
6450,"2 BHK Flat for Rent in Bafana Aloha Towers, Baner, Pune",Baner,Pune,950,2,2,2,Semi-Furnished,63,60000
6451,"2 BHK House for Rent in Rajpur Khurd Extension, Rajpur New Delhi",Rajpur Khurd Extension,New Delhi,100,2,2,0,Semi-Furnished,140,14000
6452,"2 BHK Flat for Rent in Shanti Heights, Manish Nagar, Nagpur",Manish Nagar,Nagpur,950,2,2,2,Unfurnished,14,13000
6453,3 BHK House for Rent in Laxmi Nagar New Delhi,Laxmi Nagar,New Delhi,3000,3,4,0,Semi-Furnished,17,50000
6454,"2 BHK Flat for Rent in Sector 15 Rohini, New Delhi",Sector 15 Rohini,New Delhi,550,2,1,0,Semi-Furnished,16,9000
6455,2 BHK House for Rent in Seminary Hill Nagpur,Seminary Hill,Nagpur,1200,2,2,0,Unfurnished,11,13000
6456,1 BHK House for Rent in Shahdara New Delhi,Shahdara,New Delhi,315,1,1,0,Semi-Furnished,48,15000
6457,"3 BHK Flat for Rent in Jayamahal Main Road, Bangalore",Jayamahal Main Road,Bangalore,1700,3,3,0,Semi-Furnished,47,80000
6458,"3 BHK Flat for Rent in Binnamangala Stage 1 Indiranagar, Bangalore",Binnamangala Stage 1 Indiranagar,Bangalore,1800,3,3,0,Semi-Furnished,64,120000
6459,"2 BHK Flat for Rent in Aya Nagar, New Delhi",Aya Nagar,New Delhi,500,2,1,0,Semi-Furnished,20,10000
6460,1 BHK House for Rent in Bawana New Delhi,Bawana,New Delhi,225,1,1,0,Unfurnished,18,4000
6461,"3 BHK Flat for Rent in Ganga Legend, Bavdhan, Pune",Bavdhan,Pune,1272,3,3,3,Unfurnished,30,38000
6462,"2 BHK Flat for Rent in Sector 14 Dwarka, New Delhi",Sector 14 Dwarka,New Delhi,530,2,1,0,Semi-Furnished,21,11000
6463,"2 BHK Flat for Rent in Kabra Diamante, Goregaon West, Mumbai",Goregaon West,Mumbai,680,2,2,0,Unfurnished,96,65000
6464,"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1002,3,3,0,Semi-Furnished,36,36000
6465,"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1040,2,2,0,Furnished,25,25500
6466,"2 BHK Flat for Rent in Shree Ahimsa Dhaam, Malad West, Mumbai",Malad West,Mumbai,666,2,2,0,Furnished,63,42000
6467,"1 BHK Flat for Rent in Friends Colony, Nagpur",Friends Colony,Nagpur,1200,1,2,0,Semi-Furnished,8,10000
6468,1 BHK House for Rent in Indora Nagpur,Indora,Nagpur,600,1,1,2,Unfurnished,9,5500
6469,"3 BHK Flat for Rent in Giriraj Grandiose, Wakad, Pune",Wakad,Pune,1400,3,3,0,Unfurnished,23,32000
6470,"1 BHK Flat for Rent in South Extension 1, New Delhi",South Extension 1,New Delhi,200,1,1,0,Furnished,28,5500
6471,"4 BHK Flat for Rent in Lodha World View, Worli, Mumbai",Worli,Mumbai,1990,4,4,0,Furnished,377,750000
6472,"4 BHK Flat for Rent in Oberoi Eternia And Enigma, Mulund West, Mumbai",Mulund West,Mumbai,1550,4,4,0,Semi-Furnished,103,160000
6473,"3 BHK Flat for Rent in Vignan Nagar, Bangalore",Vignan Nagar,Bangalore,2100,3,3,0,Furnished,24,50000
6474,1 BHK House for Rent in Andheri East Mumbai,Andheri East,Mumbai,565,1,1,2,Unfurnished,53,30000
6475,"2 BHK Flat for Rent in Prabha city zingabai takli, Manakpura, Nagpur",Manakpura,Nagpur,4,2,2,0,Semi-Furnished,28,13000
6476,"2 BHK Flat for Rent in Kundan Heritage, Khadki, Pune",Khadki,Pune,1150,2,2,3,Furnished,21,24000
6477,"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1100,3,2,2,Semi-Furnished,27,29500
6478,1 BHK House for Rent in Laxmi Nagar New Delhi,Laxmi Nagar,New Delhi,200,1,1,0,Unfurnished,25,5000
6479,"3 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,Bangalore,1411,3,3,2,Semi-Furnished,39,55000
6480,1 BHK House for Rent in Shankar Nagar Mundhwa Pune,Shankar Nagar,Pune,100,1,1,0,Unfurnished,50,5000
6481,"1 BHK Flat for Rent in Narela, New Delhi",Narela,New Delhi,350,1,1,0,Unfurnished,11,4000
6482,"3 BHK Villa for Rent in Florida Estate , Mundhwa Pune",Mundhwa,Pune,2500,3,3,3,Furnished,26,65000
6483,"2 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,630,2,2,2,Semi-Furnished,22.22222222222222,14000
6484,2 BHK House for Rent in Laxmi Nagar New Delhi,Laxmi Nagar,New Delhi,700,2,1,0,Unfurnished,21,15000
6485,"3 BHK Flat for Rent in LIC Colony Borivali West, Mumbai",LIC Colony Borivali West,Mumbai,1000,3,3,0,Semi-Furnished,60,60000
6486,"2 BHK Flat for Rent in Rayasandra, Bangalore",Rayasandra,Bangalore,975,2,2,0,Furnished,34,33000
6487,"2 BHK Flat for Rent in Block WZ Uttam Nagar, New Delhi",Block WZ Uttam Nagar,New Delhi,550,2,1,0,Furnished,31,17000
6488,5 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bangalore,4400,5,3,0,Semi-Furnished,17,75000
6489,"1 BHK Flat for Rent in Gokul Accord, Thakur Complex, Mumbai",Thakur Complex,Mumbai,435,1,1,0,Unfurnished,62,27000
6490,"1 BHK Flat for Rent in Hudkeshwar, Nagpur",Hudkeshwar,Nagpur,400,1,1,0,Unfurnished,18,7000
6491,"2 BHK Flat for Rent in Life Republic I Tower, Hinjawadi, Pune",Hinjewadi,Pune,780,2,2,2,Unfurnished,28,21500
6492,"1 BHK Flat for Rent in Mariam Villa, Madh, Mumbai",Madh,Mumbai,495,1,1,0,Furnished,71,35000
6493,"1 BHK Flat for Rent in Prabhadevi, Mumbai",Prabhadevi,Mumbai,225,1,1,0,Unfurnished,98,22000
6494,4 BHK Villa for Rent in Kudje Khadakwasla Link Road Pune,Kudje Khadakwasla Link Road,Pune,2500,4,5,0,Unfurnished,20,50000
6495,"1 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,585,1,2,0,Semi-Furnished,21,12000
6496,"3 BHK Flat for Rent in Forest County, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,1300,3,3,2,Unfurnished,40,52000
6497,"1 BHK Flat for Rent in Sunteck Maxx World, Naigaon East, Mumbai",Naigaon East,Mumbai,407,1,2,0,Unfurnished,27,11000
6498,"2 BHK Flat for Rent in Sukhsagar Nagar Katraj, Pune",Sukhsagar Nagar,Pune,800,2,1,0,Semi-Furnished,16,13000
6499,"2 BHK Flat for Rent in Regency Orion, Mohan Nagar Co operative Society, Pune",Mohan Nagar Co operative Society,Pune,900,2,2,0,Unfurnished,36,32000
6500,"2 BHK Flat for Rent in Vile Parle West, Mumbai",Vile Parle West,Mumbai,750,2,2,0,Semi-Furnished,120,90000
6501,"2 BHK Flat for Rent in Hingna Road, Nagpur",Hingna Road,Nagpur,915,2,2,0,Furnished,19,17000
6502,"3 BHK Flat for Rent in Uday Park, South Extension, New Delhi",Uday Park,New Delhi,1500,3,3,2,Semi-Furnished,107,160000
6503,1 BHK House for Rent in Seminary Hill Nagpur,Seminary Hill,Nagpur,650,1,1,0,Unfurnished,10,6500
6504,2 BHK House for Rent in Seminary Hill Nagpur,Seminary Hill,Nagpur,1350,2,2,0,Unfurnished,13,17000
6505,1 BHK House for Rent in Kothrud Pune,Kothrud,Pune,150,1,1,0,Unfurnished,50,7500
6506,"2 BHK Flat for Rent in Kolte Patil Margosa Heights, Mahadev Wadi Mohammed Wadi, Pune",Mahadev Wadi,Pune,630,2,2,3,Unfurnished,35,22000
6507,"4 BHK Flat for Rent in Janakpuri, New Delhi",Janakpuri,New Delhi,2927,4,4,2,Unfurnished,32,95000
6508,"2 BHK Flat for Rent in Sector 8 Dwarka, New Delhi",Sector 8 Dwarka,New Delhi,648,2,2,0,Furnished,54,35000
6509,"3 BHK House for Rent in Golden Homes Luxury Villas, Shankarpur Nagpur",Shankarpur,Nagpur,1000,3,3,2,Semi-Furnished,25,25000
6510,"2 BHK Flat for Rent in Palladium Grand, Dhanori, Pune",Dhanori,Pune,992,2,2,2,Unfurnished,20,20000
6511,"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1440,3,3,0,Unfurnished,9,13000
6512,1 BHK House for Rent in Bindapur New Delhi,Bindapur,New Delhi,850,1,1,0,Furnished,14,12000
6513,"2 BHK Flat for Rent in Tilak Nagar, New Delhi",Tilak Nagar,New Delhi,750,2,1,0,Semi-Furnished,18,13500
6514,"2 BHK Flat for Rent in Gummanahalli, Bangalore",Gummanahalli,Bangalore,800,2,2,2,Semi-Furnished,40,32000
6515,"3 BHK Flat for Rent in Durga Vihar Devli, New Delhi",Durga Vihar,New Delhi,1275,3,2,2,Semi-Furnished,10,12500
6516,"2 BHK Flat for Rent in Kolte-Patil Western Avenue, Wakad, Pune",Wakad,Pune,900,2,2,0,Semi-Furnished,31,28000
6517,"2 BHK Flat for Rent in Manjri Green Annexe, Manjri, Manjri Budruk, Pune",Manjri,Pune,740,2,2,2,Furnished,45,33000
6518,2 BHK House for Rent in Mathikere Bangalore,Mathikere,Bangalore,850,2,2,0,Furnished,29,25000
6519,1 BHK House for Rent in Sant Nagar Burari New Delhi,St Nagar Burari,New Delhi,145,1,1,0,Unfurnished,24,3500
6520,"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,600,1,1,0,Unfurnished,30,18000
6521,"2 BHK Flat for Rent in Mahavir Enclave Part 1, New Delhi",Mahavir Enclave Part 1,New Delhi,650,2,1,0,Semi-Furnished,15,10000
6522,3 BHK House for Rent in Thanisandra Bangalore,Thanisandra,Bangalore,1200,3,2,2,Semi-Furnished,25,30000
6523,"2 BHK Flat for Rent in Prabhadevi, Mumbai",Prabhadevi,Mumbai,850,2,2,0,Semi-Furnished,141,120000
6524,"3 BHK Flat for Rent in Rizvi Oak, Malad East, Mumbai",Malad East,Mumbai,1130,3,3,3,Semi-Furnished,66,75000
6525,2 BHK House for Rent in Shahu nagar Nagpur,Shahu nagar,Nagpur,700,2,2,0,Unfurnished,19,13000
6526,"1 BHK Flat for Rent in Gurukrupa Ekatvam, Vikhroli East, Mumbai",Vikhroli East,Mumbai,381,1,2,0,Furnished,118,45000
6527,"2 BHK Flat for Rent in Gobind Shree Ganesh Graceland, Rahatani, Pune",Rahatni,Pune,850,2,2,2,Semi-Furnished,36,31000
6528,"2 BHK Flat for Rent in Sector 11 New Tippasandra, Bangalore",Sector 11 New Thippasandra,Bangalore,1150,2,2,3,Semi-Furnished,30,35000
6529,1 BHK House for Rent in Handewadi Pune,Handewadi,Pune,575,1,1,0,Semi-Furnished,12,7000
6530,"2 BHK Flat for Rent in Ganga Cypress Tathawade, Tathawade Road, Pune",Tathawade Road,Pune,1000,2,2,2,Semi-Furnished,28,28000
6531,"1 BHK Flat for Rent in Hinjewadi IT Park, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",Hinjewadi Rajiv Gandhi Infotech Park,Pune,480,1,2,0,Furnished,50,24000
6532,"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bangalore,1610,3,3,0,Semi-Furnished,30,48000
6533,"2 BHK Flat for Rent in Venkatesh Graffiti Glover, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,820,2,2,0,Semi-Furnished,37,30000
6534,"1 BHK Flat for Rent in Navagaon, Mumbai",Navagaon,Mumbai,340,1,1,0,Semi-Furnished,50,17000
6535,3 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,1800,3,4,3,Semi-Furnished,83,150000
6536,"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,750,2,3,0,Semi-Furnished,53,40000
6537,"1 BHK Flat for Rent in Pavitradham Naigaon, Naigaon East, Mumbai",Naigaon East,Mumbai,420,1,1,0,Unfurnished,11,4600
6538,"2 BHK Flat for Rent in Subhash Nagar, New Delhi",Subhash Nagar,New Delhi,900,2,2,2,Semi-Furnished,39,35000
6539,"3 BHK Flat for Rent in Vigyapan Lok Apartments, Mayur Vihar 1, New Delhi",Mayur Vihar 1,New Delhi,1674,3,3,2,Semi-Furnished,42,70000
6540,2 BHK House for Rent in Seminary Hill Nagpur,Seminary Hill,Nagpur,1200,2,2,0,Furnished,22,27000
6541,"2 BHK Flat for Rent in Mayur Vihar, New Delhi",Mayur Vihar,New Delhi,700,2,2,0,Semi-Furnished,23,16000
6542,"3 BHK Flat for Rent in Block J Saket, New Delhi",J Block Saket,New Delhi,1800,3,3,2,Semi-Furnished,36,65000
6543,"3 BHK Flat for Rent in New Rajendra Nagar, New Delhi",New Rajendra Nagar,New Delhi,1200,3,3,3,Unfurnished,67,80000
6544,"3 BHK Flat for Rent in Borivali West, Mumbai",Borivali West,Mumbai,1250,3,2,0,Furnished,80,100000
6545,"2 BHK House for Rent in Ascent Residency, Poonam Nagar Jogeshwari East Mumbai",Poonam Nagar Jogeshwari East,Mumbai,706,2,2,0,Semi-Furnished,61,43000
6546,"1 BHK Flat for Rent in Victoria Layout, Victoria Layout, Victoria Road, Bangalore",Victoria Layout,Bangalore,700,1,1,0,Semi-Furnished,43,30000
6547,"3 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bangalore,1625,3,2,2,Unfurnished,40,65000
6548,"1 BHK Flat for Rent in Chikkajala, Bangalore-Hyderabad Hwy, Bangalore",Chikkajala,Bangalore,600,1,1,0,Semi-Furnished,25,15000
6549,5 BHK Villa for Rent in Kalewadi Pimpri Chinchwad Pune,Kalewadi,Pune,1500,5,3,0,Unfurnished,17,25000
6550,2 BHK House for Rent in Somnath Nagar Wadgaon Sheri Pune,Somnath Nagar,Pune,850,2,1,0,Unfurnished,18,15000
6551,"1 BHK Flat for Rent in Atul Westernhills, Sus, Pune",Sus,Pune,831,1,1,0,Unfurnished,24,20000
6552,"2 BHK Flat for Rent in Santacruz West, Mumbai",Santacruz West,Mumbai,1000,2,2,0,Unfurnished,160,160000
6553,"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1092,3,3,0,Semi-Furnished,105,120000
6554,"1 BHK Flat for Rent in Bhagat Vihar, Karawal Nagar, New Delhi",Bhagat Vihar,New Delhi,550,1,1,0,Semi-Furnished,7,4000
6555,1 BHK House for Rent in Maruti Nagar Devinagar Bangalore,Maruti Nagar,Bangalore,700,1,1,0,Semi-Furnished,9,6500
6556,"2 BHK Flat for Rent in Godrej The Trees, Godrej Colony, Mumbai",Godrej Colony,Mumbai,790,2,2,0,Furnished,158,130000
6557,"1 BHK Flat for Rent in Bhoomi Park, Malad West, Mumbai",Malad West,Mumbai,425,1,2,0,Semi-Furnished,71,30000
6558,"3 BHK Flat for Rent in Santacruz, Mumbai",Santacruz,Mumbai,1150,3,3,0,Semi-Furnished,239,280000
6559,"1 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,400,1,1,0,Semi-Furnished,50,20000
6560,4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,2400,4,3,0,Semi-Furnished,17,40000
6561,"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1100,2,2,0,Semi-Furnished,42,46000
6562,"2 BHK Flat for Rent in Mulund, Mumbai",Mulund,Mumbai,870,2,2,0,Unfurnished,29,25000
6563,"3 BHK Flat for Rent in Rustomjee Summit, Borivali East, Mumbai",Borivali East,Mumbai,1139,3,3,0,Unfurnished,68,78000
6564,"1 BHK Flat for Rent in Reliable Garden, Naigaon East, Mumbai",Naigaon East,Mumbai,480,1,1,2,Semi-Furnished,17,8000
6565,"2 BHK Flat for Rent in Kalpataru Estate, Andheri East, Mumbai",Andheri East,Mumbai,800,2,2,0,Semi-Furnished,106,85000
6566,"3 BHK Flat for Rent in DDA Flats Sarita Vihar Pocket L, Sarita Vihar, Mathura Road, New Delhi",Sarita Vihar,New Delhi,1600,3,2,3,Semi-Furnished,24,38000
6567,"2 BHK Flat for Rent in Supreme 19, Andheri West, Mumbai",Andheri West,Mumbai,640,2,2,0,Unfurnished,109,70000
6568,"2 BHK Flat for Rent in YashONE Infinitee, Punawale, Pimpri Chinchwad, Pune",Punawale,Pune,958,2,2,2,Semi-Furnished,23,22000
6569,"2 BHK Flat for Rent in Victory Towers, Hadapsar, Pune",Hadapsar,Pune,1070,2,2,0,Semi-Furnished,26,28000
6570,"2 BHK Flat for Rent in Royal Ishana, Wakad, Pune",Wakad,Pune,720,2,2,3,Semi-Furnished,36,26000
6571,"3 BHK Flat for Rent in Shalimar bagh, New Delhi",Shalimar bagh,New Delhi,1350,3,2,0,Semi-Furnished,19,25000
6572,"3 BHK Flat for Rent in Dattani Shelter, Bangur Nagar, Mumbai",Bangur Nagar,Mumbai,1759,3,3,3,Furnished,65,120000
6573,"1 BHK Flat for Rent in Meeta Nagar, Kondhwa, Pune",Meeta Nagar,Pune,500,1,1,0,Unfurnished,17,8700
6574,"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,479,1,1,0,Semi-Furnished,31,15000
6575,2 BHK House for Rent in Santacruz East Mumbai,Santacruz East,Mumbai,1200,2,3,0,Semi-Furnished,30,36000
6576,"2 BHK Flat for Rent in Manish Nagar, Nagpur",Manish Nagar,Nagpur,1150,2,3,3,Semi-Furnished,13,15000
6577,"3 BHK Flat for Rent in Hardev Nagar, Burari, New Delhi",Hardev Nagar,New Delhi,900,3,2,0,Unfurnished,18,16500
6578,"2 BHK Flat for Rent in Sai Vista, Rahatani, Pune",Rahatni,Pune,750,2,2,0,Semi-Furnished,37,28000
6579,"3 BHK Flat for Rent in Shivam Apartments, Vikaspuri, New Delhi",Vikaspuri,New Delhi,1580,3,2,2,Unfurnished,21,33000
6580,"3 BHK Flat for Rent in Cosmos Majestic, Prabhadevi, Mumbai",Prabhadevi,Mumbai,1300,3,3,2,Unfurnished,119,160000
6581,2 BHK House for Rent in Sector 7 Dwarka New Delhi,Sector 7 Dwarka,New Delhi,650,2,2,2,Furnished,35,23000
6582,2 BHK House for Rent in Lohegaon Pune,Lohegaon,Pune,950,2,1,0,Unfurnished,9,9000
6583,2 BHK House for Rent in Mundhwa Pune,Mundhwa,Pune,1200,2,2,0,Semi-Furnished,17,20000
6584,"1 BHK Flat for Rent in Phase 2 Sheikh Sarai, New Delhi",Sheikh Sarai Phase 2,New Delhi,500,1,1,0,Furnished,44,22000
6585,"4 BHK Flat for Rent in Kohinoor Altissimo, Dadar West, Mumbai",Dadar West,Mumbai,2100,4,5,3,Semi-Furnished,167,350000
6586,"2 BHK Flat for Rent in Uttari Pitampura, New Delhi",Uttari Pitampura,New Delhi,850,2,2,0,Furnished,29,25000
6587,"3 BHK Flat for Rent in East Avenue, Santacruz East, Mumbai",Santacruz East,Mumbai,1050,3,3,2,Unfurnished,81,85000
6588,"3 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bangalore,1086,3,3,0,Unfurnished,72,78000
6589,"4 BHK Villa for Rent in Kumar Kering Palmspring Bungalows E1 to E6, Undri Pune",Undri,Pune,3500,4,4,4,Semi-Furnished,21,75000
6590,"1 BHK Flat for Rent in Ghitorni, New Delhi",Ghitorni,New Delhi,445,1,1,0,Unfurnished,18,8000
6591,"2 BHK Flat for Rent in Silver Coin, Dhayari Phata Road, Pune",Dhayari Phata Road,Pune,926,2,2,0,Unfurnished,19,18000
6592,4 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,6219,4,5,2,Semi-Furnished,64,400000
6593,"3 BHK Flat for Rent in DDA Prince Apartments, IP Extension, New Delhi",IP Extension,New Delhi,1600,3,3,0,Semi-Furnished,28,45000
6594,"1 BHK Flat for Rent in Mehrauli, New Delhi",Mehrauli,New Delhi,700,1,1,0,Unfurnished,20,14000
6595,"2 BHK Flat for Rent in Suryodaya Apartment DDA Flats Pocket 8, Dwarka, New Delhi",Dwarka,New Delhi,1200,2,2,2,Semi-Furnished,22,26000
6596,2 BHK House for Rent in LBS Nagar Kaggadasapura Bangalore,LBS Nagar,Bangalore,1200,2,2,3,Semi-Furnished,19,23000
6597,"2 BHK Flat for Rent in Padmavati Nagar Bhayandar West, Mumbai",Padmavati Nagar Bhayandar West,Mumbai,704,2,2,4,Semi-Furnished,36,25000
6598,"3 BHK Flat for Rent in Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,1500,3,3,0,Furnished,40,60000
6599,1 BHK House for Rent in Ulhasnagar Mumbai,Ulhasnagar,Mumbai,450,1,1,0,Unfurnished,9,4000
6600,"3 BHK Flat for Rent in Omkar Alta Monte, Malad East, Mumbai",Malad East,Mumbai,1042,3,3,4,Semi-Furnished,86,90000
6601,"3 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,1080,3,2,0,Furnished,31,33000
6602,"2 BHK Flat for Rent in Dange Chowk Road, Pune",Dange Chowk,Pune,900,2,2,0,Unfurnished,23,21000
6603,"2 BHK Flat for Rent in Pyramid Blossom, Besa, Nagpur",Besa,Nagpur,959,2,2,0,Semi-Furnished,13,12500
6604,"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,350,1,1,0,Unfurnished,11,4000
6605,2 BHK House for Rent in Yamuna Vihar New Delhi,Yamuna Vihar,New Delhi,658,2,2,2,Unfurnished,46,30000
